,entry_i,entry_p,sl,tp,hp_i,slope,intercept,resist_s,tl_err,max_dist,vol,exit_i,exit_p,return,model_prob
16,728.0,5604.0,5463.9,6164.400000000001,788.0,4.346427053606123,5335.9181237930125,4.346427053606123,73.03854381449725,172.57170939759908,0.0,748.0,6186.4501953125,582.4501953125,0.45886984126984137
17,805.0,6060.35009765625,5908.841345214843,6666.385107421876,865.0,-7.226143593784646,6489.429538125901,-7.226143593784646,243.92330861967042,462.8858862495845,0.0,812.0,5904.60009765625,-155.75,0.43193809523809534
18,848.0,5522.2998046875,5384.2423095703125,6074.529785156251,908.0,-19.021684080851784,6545.805463354138,-19.021684080851784,266.84912444036433,703.2187270307304,0.0,860.0,5373.7001953125,-148.599609375,0.5276342352092354
19,865.0,5654.25,5512.89375,6219.675,925.0,-11.249602762010452,6191.348905942281,-11.249602762010452,274.2322960124519,628.0610183944673,0.0,891.0,5459.85009765625,-194.39990234375,0.2952814574314574
20,926.0,5471.25,5334.46875,6018.375000000001,986.0,-10.76647890494267,6062.196522632718,-10.76647890494267,144.18706323118047,374.94652263271837,0.0,954.0,5331.7998046875,-139.4501953125,0.613486507936508
21,982.0,5084.25,4957.14375,5592.675,1042.0,-17.272856830747976,6094.848368625451,-17.272856830747976,286.9982783163026,836.9484662817013,0.0,986.0,4923.64990234375,-160.60009765625,0.3324762987012988
22,997.0,4979.60009765625,4855.110095214844,5477.560107421876,1057.0,-14.025972420000953,5806.533556467509,-14.025972420000953,239.37656604102236,609.9026343399782,0.0,1023.0,4778.35009765625,-201.25,0.30279455266955263
23,1055.0,4849.5498046875,4728.311059570312,5334.50478515625,1115.0,-11.891062687418724,5527.175072936362,-11.891062687418724,242.08204234240557,775.8752682488621,0.0,1073.0,5361.64990234375,512.10009765625,0.32725526695526697
24,1075.0,5368.14990234375,5233.946154785156,5904.964892578126,1135.0,1.24695554947704,5289.35009765625,1.24695554947704,404.49612620957276,778.81770217963,0.0,1093.0,5222.39990234375,-145.75,0.3226656565656566
25,1155.0,5049.64990234375,4923.408654785156,5554.614892578125,1215.0,-10.477377662330198,5615.289099226666,-10.477377662330198,163.32646144313318,315.78794494103386,0.0,1215.0,5274.0,224.35009765625,0.5473981601731603
26,1223.0,5577.64990234375,5438.208654785156,6135.414892578126,1283.0,2.7019599982739564,5304.82069768214,2.7019599982739564,121.72184445413862,334.77361763553745,0.0,1283.0,5896.7998046875,319.14990234375,0.8200742063492064
27,1292.0,5993.25,5843.41875,6592.575000000001,1352.0,3.5826885348107176,5776.852032051818,3.5826885348107176,128.46051700581774,319.94826047826155,0.0,1331.0,5761.35009765625,-231.89990234375,0.8200424603174604
28,1367.0,5834.39990234375,5688.539904785156,6417.839892578126,1427.0,-6.126124043263802,6144.541416208815,-6.126124043263802,150.48656910701158,330.8828683028469,135100.0,1408.0,5655.89990234375,-178.5,0.6274414141414143
29,1423.0,5935.10009765625,5786.722595214844,6528.610107421876,1483.0,-7.026777569353284,6334.862133643919,-7.026777569353284,231.56887503549726,766.4622313001692,120200.0,1436.0,5755.0498046875,-180.05029296875,0.3402528832278832
30,1463.0,5896.75,5749.33125,6486.425,1523.0,-8.9934728020544,6329.617043145023,-8.9934728020544,358.2337735443138,676.4127335306421,275200.0,1477.0,5735.2998046875,-161.4501953125,0.07896785714285713
31,1489.0,6189.35009765625,6034.616345214844,6808.285107421875,1549.0,0.9680849016242847,6075.863634884251,0.9680849016242847,350.8596313441466,816.033842326482,250300.0,1505.0,6018.0498046875,-171.30029296875,0.10936785714285718
32,1581.0,6328.64990234375,6170.433654785156,6961.514892578126,1641.0,-1.8347817054488005,6406.20231593398,-1.8347817054488005,156.12707756334422,331.01124302852804,160300.0,1623.0,7014.25,685.60009765625,0.1715083333333334
33,1624.0,7108.75,6931.03125,7819.625000000001,1684.0,13.289430495161405,6274.150722935683,13.289430495161405,152.3455957200278,371.7981635036331,232200.0,1676.0,7830.60009765625,721.85009765625,0.18707500000000005
34,1698.0,7936.0498046875,7737.6485595703125,8729.65478515625,1758.0,3.94000489083415,7688.649780072897,3.94000489083415,148.9174080764624,352.7000244541714,120000.0,1758.0,8524.7001953125,588.650390625,0.24584166666666668
35,1791.0,8695.599609375,8478.209619140625,9565.1595703125,1851.0,-1.10333246521146,8615.833311630286,-1.10333246521146,271.4624371747767,736.4334092865356,158700.0,1835.0,8342.150390625,-353.44921875,0.07620119047619049
36,1892.0,8353.099609375,8144.272119140624,9188.4095703125,1952.0,-12.518139648976419,8996.735815436694,-12.518139648976419,289.86067300543124,617.0310058647647,122700.0,1937.0,7809.0,-544.099609375,0.17298333333333335
37,1964.0,8119.2998046875,7916.317309570312,8931.22978515625,2024.0,-15.21156677393065,8951.49739384292,-15.21156677393065,313.2537163296734,738.6002178764011,183100.0,1988.0,7915.2001953125,-204.099609375,0.17125
38,2015.0,7834.4501953125,7638.588940429688,8617.895214843751,2075.0,-12.484815944379521,8570.116146088849,-12.484815944379521,248.91905619840296,733.1465142000907,126300.0,2026.0,7568.2998046875,-266.150390625,0.24298333333333333
39,2063.0,7222.2998046875,7041.7423095703125,7944.529785156251,2123.0,-19.05049605479541,8308.309522697364,-19.05049605479541,250.9282305522533,619.6075384781816,275100.0,2097.0,7962.64990234375,740.35009765625,0.1875
40,2098.0,7979.89990234375,7780.402404785156,8777.889892578125,2158.0,7.1277703069106515,7542.166493766768,7.1277703069106515,276.7432129378201,728.3773428625527,206800.0,2102.0,7747.0,-232.89990234375,0.31033333333333335
41,2151.0,8521.0498046875,8308.023559570312,9373.15478515625,2211.0,9.879600216064476,7910.784587534179,9.879600216064476,159.947792280477,426.7247882482907,183600.0,2211.0,8708.7998046875,187.75,0.8956333333333332
42,2250.0,8246.849609375,8040.678369140624,9071.5345703125,2310.0,-14.9812864093996,9143.40750118509,-14.9812864093996,198.4070455973843,510.1869422870586,142500.0,2260.0,7979.10009765625,-267.74951171875,0.6765
43,2265.0,8103.60009765625,7901.010095214843,8913.960107421875,2325.0,-13.973286342869313,8904.57620411267,-13.973286342869313,156.72093017510954,528.3309434846033,178500.0,2303.0,8926.900390625,823.30029296875,0.671
44,2357.0,9512.25,9274.44375,10463.475,2417.0,8.574333987987151,8982.213515552758,8.574333987987151,118.12552509942022,266.087654228244,166500.0,2417.0,9908.0498046875,395.7998046875,0.921
45,2462.0,10230.849609375,9975.078369140625,11253.9345703125,2522.0,0.7971998984663177,10120.415401302987,0.7971998984663177,192.09692591191052,423.16799488941433,203000.0,2522.0,10651.2001953125,420.3505859375,0.9005
46,2523.0,10681.25,10414.21875,11749.375000000002,2583.0,4.228449624368799,10401.758604507575,4.228449624368799,181.0237147806212,505.6547319854835,175200.0,2547.0,10378.400390625,-302.849609375,0.765
47,2574.0,10211.7998046875,9956.504809570311,11232.97978515625,2634.0,-23.828774778056008,11583.147111408065,-23.828774778056008,353.3765432158296,1117.118141317509,225400.0,2634.0,10769.150390625,557.3505859375,0.2335
48,2644.0,10947.25,10673.56875,12041.975,2704.0,2.1826750117864946,10767.211849787844,2.1826750117864946,143.6949358126286,393.6117907192929,197000.0,2701.0,10599.25,-348.0,0.9602
49,2722.0,10524.0,10260.9,11576.400000000001,2782.0,-30.066421407035623,12326.993573302461,-30.066421407035623,419.75333124803547,966.1937686149613,301900.0,2782.0,10893.650390625,369.650390625,0.325
50,2785.0,11062.4501953125,10785.888940429688,12168.69521484375,2845.0,2.1785771088929895,10908.47822274739,2.1785771088929895,208.30209055869125,463.5995696127502,298500.0,2790.0,10746.0498046875,-316.400390625,0.7257
51,2806.0,11168.0498046875,10888.848559570311,12284.85478515625,2866.0,3.0020236219620973,10949.319445746516,3.0020236219620973,207.25165236002294,486.0649466037339,352200.0,2866.0,11906.2001953125,738.150390625,0.6546166666666666
52,2917.0,11057.849609375,10781.403369140624,12163.6345703125,2977.0,-25.74574439611349,12590.393609902838,-25.74574439611349,330.0283136289482,729.2940005278379,684100.0,2933.0,10704.7998046875,-353.0498046875,0.9010666666666667
53,2934.0,11274.2001953125,10992.345190429687,12401.620214843751,2994.0,-18.530210471873712,12095.061966578054,-18.530210471873712,307.816590991113,676.5560430468431,1356800.0,2994.0,12271.7998046875,997.599609375,0.8187333333333334
54,3072.0,9266.75,9035.08125,10193.425000000001,3132.0,-90.1988221100949,14335.820162127373,-90.1988221100949,994.5798936035319,2666.623167173102,684200.0,3074.0,8981.4501953125,-285.2998046875,0.9382333333333334
55,3075.0,9187.2998046875,8957.617309570312,10106.02978515625,3135.0,-78.31266877178898,13803.98439813876,-78.31266877178898,970.4248132511937,2904.602309723623,734400.0,3092.0,8823.25,-364.0498046875,0.9382333333333334
56,3099.0,9490.099609375,9252.847119140624,10439.109570312501,3159.0,-42.08042189482246,11797.900390625,-42.08042189482246,1173.4221179048209,3430.202796518195,837900.0,3117.0,10471.0,980.900390625,0.9382333333333334
57,3125.0,10607.349609375,10342.165869140625,11668.084570312501,3185.0,16.97948503038372,9588.228630138861,16.97948503038372,537.7450856705976,1504.4288254513613,525200.0,3185.0,11050.25,442.900390625,0.8010499999999999
58,3194.0,11914.2001953125,11616.345190429687,13105.620214843751,3254.0,8.331142440605731,11389.334193716222,8.331142440605731,327.8929185005496,1000.3415110590086,611100.0,3229.0,13109.0498046875,1194.849609375,0.8010499999999999
59,3233.0,13355.75,13021.856249999999,14691.325,3293.0,31.016377787277737,11449.467915751111,31.016377787277737,358.8869003195542,985.0982667236658,591700.0,3273.0,14789.9501953125,1434.2001953125,0.8010499999999999
60,3336.0,14942.349609375,14568.790869140625,16436.5845703125,3396.0,-9.743371574786227,15411.29908408867,-9.743371574786227,322.2913185960184,774.6108030705109,522000.0,3396.0,16258.7998046875,1316.4501953125,0.7332321428571428
61,3397.0,16294.599609375,15887.234619140625,17924.0595703125,3457.0,11.133170925096865,15602.053897797676,11.133170925096865,308.9432799317832,946.52043496037,418200.0,3442.0,17945.94921875,1651.349609375,0.9640488095238094
62,3498.0,17354.05078125,16920.19951171875,19089.455859375,3558.0,-25.759024207203858,18804.942872344505,-25.759024207203858,424.8334290653251,1133.1838481373015,167000.0,3528.0,16842.80078125,-511.25,0.7045238095238096
63,3549.0,16975.349609375,16550.965869140626,18672.8845703125,3609.0,-37.81002612737992,19064.3001319226,-37.81002612737992,702.7352530919745,2450.1009131725987,260000.0,3582.0,16411.25,-564.099609375,0.6525904761904762
64,3601.0,16628.0,16212.3,18290.800000000003,3661.0,-37.61797030767705,18805.75979677854,-37.61797030767705,858.7604018687343,2904.9914358458627,236000.0,3607.0,16201.7998046875,-426.2001953125,0.5898404761904761
65,3625.0,15989.7998046875,15590.054809570312,17588.77978515625,3685.0,-31.85574100077845,17784.349609375,-31.85574100077845,486.96102784682745,1307.3790483586527,288400.0,3650.0,17659.0,1669.2001953125,0.7717738095238093
66,3651.0,17698.150390625,17255.696630859373,19467.9654296875,3711.0,19.18059265950729,16527.34503308907,19.18059265950729,783.3258205809933,1636.6374789387228,303900.0,3680.0,17016.30078125,-681.849609375,0.5418571428571429
67,3703.0,18012.19921875,17561.89423828125,19813.419140625003,3763.0,-7.37395473528641,18276.52151383802,-7.37395473528641,554.2065158137365,1163.4637150515628,227200.0,3763.0,18118.30078125,106.1015625,0.5580238095238095
68,3778.0,18015.849609375,17565.453369140625,19817.4345703125,3838.0,-16.9099517051763,18930.869661936234,-16.9099517051763,279.4719525189502,735.1399914671783,229300.0,3783.0,17554.30078125,-461.548828125,0.793
69,3810.0,17557.05078125,17118.12451171875,19312.755859375,3870.0,-18.562798178594694,18574.170756554246,-18.562798178594694,413.3732558586193,729.5688515352958,248300.0,3869.0,19322.55078125,1765.5,0.5928333333333332
70,3870.0,19389.0,18904.274999999998,21327.9,3930.0,26.017470513863437,17787.520020932057,26.017470513863437,237.97781645561216,527.2816804445465,226900.0,3930.0,19523.55078125,134.55078125,0.832
71,3961.0,19675.44921875,19183.56298828125,21642.994140625,4021.0,-18.30938301522013,20576.84665269462,-18.30938301522013,502.6323211935441,1248.3868790544002,291500.0,3989.0,21654.75,1979.30078125,0.4880238095238095
72,3990.0,21778.69921875,21234.23173828125,23956.569140625,4050.0,35.65553257150686,19602.645248678495,35.65553257150686,643.4526327150304,1397.9165746266444,393100.0,4050.0,22123.650390625,344.951171875,0.7341904761904763
